Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Estimates Start After
Colombia,Volume of imports of goods and services,Percent change,,Source: Central Bank Latest actual data: 2022 Base year: 2000 Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB) Primary domestic currency: Colombian peso Data last updated: 09/2023,20.017,36.797,23.123,-8.882,-8.77,-6.008,10.116,4.906,3.758,-2.659,9.149,-21.17,24.766,44.869,16.759,6.719,1.389,18.612,1.123,-23.694,15.145,8.74,0.329,8.17,10.272,11.902,17.682,13.857,12.512,-8.647,10.83,20.228,9.377,8.523,7.76,-1.081,-3.54,1.019,5.805,7.345,-19.901,2022
Comoros,Volume of imports of goods and services,Percent change,,"Source: Central Bank and IMF Staff Latest actual data: 2021 Base year: 1990 Methodology used to derive volumes: Other Formula used to derive volumes: Other Chain-weighted: No Trade System: Other Excluded items in trade: Other; Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Comorian franc Data last updated: 08/2023",3.229,54.02,-1.528,-16.19,66.5,18.3,-4.6,-23.033,14.359,-10.017,15.167,4.244,13.502,-6.526,-6.925,3.749,-4.621,4.414,-10.88,-2.429,-9.026,7.149,10.225,10.418,5.106,6.472,7.114,0.734,15.978,10.342,2.831,0.252,3.683,6.889,-3.883,-4.342,9.095,3.925,8.679,0.088,1.738,2021
Democratic Republic of the Congo,Volume of imports of goods and services,Percent change,,"Source: Central Bank Latest actual data: 2022 Base year: 2002 Methodology used to derive volumes: Fixed expenditure weights. Formula used to derive volumes: Laspeyres-type Chain-weighted: No Trade System: General trade Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Congolese franc Data last updated: 09/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-29.053,32.38,-37.998,35.649,-50.031,-24.842,9.243,25.337,57.94,-8.289,68.14,13.624,-14.448,44.119,-1.803,-6.968,24.533,20.232,-7.11,16.927,-8.256,34.652,-14.098,-2.96,2022
Republic of Congo,Volume of imports of goods and services,Percent change,,"Source: Central Bank Latest actual data: 2018 Base year: 1990 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Other; Oil coverage: Primary or unrefined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: CFA franc Data last updated: 08/2023",31.43,2.025,-15.635,-12.018,-11.027,-0.769,32.434,19.956,5.042,31.508,-6.734,49.788,-38.644,87.174,49.258,-7.136,14.915,-0.152,5.715,2.211,4.582,8.496,6.217,4.076,-2.17,17.581,12.276,8.228,-7.95,34.151,21.024,-5.919,-12.359,4.454,33.04,41.927,-0.619,-37.335,-4.756,-19.178,-10.116,2018
Costa Rica,Volume of imports of goods and services,Percent change,,"Source: Central Bank Latest actual data: 2022 Base year: 2019 Methodology used to derive volumes: Deflating values using price indices Formula used to derive volumes: Laspeyres-type Chain-weighted: No Trade System: General trade Oil coverage: Primary or unrefined products; Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Costa Rican colÛn Data last updated: 09/2023",-2.734,-26.079,-20.24,13.451,9.307,6.562,17.585,17.582,-0.908,16.913,10.439,-4.394,23.594,14.525,5.132,2.976,2.983,14.014,24.824,0.461,-2.356,0.01,6.13,4.544,4.812,6.946,7.816,10.088,6.659,-18.736,18.726,10.671,7.825,1.681,5.046,4.498,8.938,5.013,2.856,-2.297,-12.929,2022
CÙte d'Ivoire,Volume of imports of goods and services,Percent change,,"Source: Central Bank Latest actual data: 2021 Base year: 2000 Methodology used to derive volumes: Other Formula used to derive volumes: Laspeyres-type Chain-weighted: No Trade System: General trade Excluded items in trade: Other; Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: CFA franc Data last updated: 09/2023",-12.164,-3,3.4,2.8,-1.7,-2,3.3,4,-5.4,-7.5,-15.31,3.802,2.271,0.914,0.984,1.359,0.969,1.077,1.197,1.369,-5.98,5.211,8.06,-26.017,23.261,-7.671,4.61,5.747,-19.224,14.463,3.687,-18.991,43.662,41.138,8.354,15.083,0.46,10.253,2.335,-1.821,14.673,2021
Croatia,Volume of imports of goods and services,Percent change,,"Source: National Statistics Office. By the former Central Bureau of Statistics of the Republic of Croatia (CroStat), now the Croatian Bureau of Statistics (CBS, www.dzs.hr). Latest actual data: 2022 Notes: The authorities produce data from 1995 only; Earlier data result from splicing. Base year: 2005 Methodology used to derive volumes: Deflation by unit value indexes (from customs data). Export and import price indices were calculated as unit value indices, in other words, indices of the change of the export and import value per quantity unit of exported/imported goods, that is, per kilogram as a uniform and comparable quantity unit for all goods. Formula used to derive volumes: Fisher. Export and import price indices were calculated according to the Fisher's, so-called ideal, formula, which is a geometrical mean between the Laspeyres' and Paasche's formulae. Chain-weighted: No. Export and import price indices are calculated as monthly or quarterly as compared to the base year (previous year). For example, export and import price indices for the first quarter of 2011 are calculated as compared to the period from January to December 2010. Trade System: Special trade. Special - special trade in a wider sense: processing in customs warehouses and free zones are included. Excluded items in trade: In transit; Low valued; Re-exports; Re-imports;. This statistics does not include temporary export and import (less than two years) of goods that are returned to the owner in an unaltered state, services, monetary gold, goods used as carriers of customized information including software and software downloaded from the Internet, means of payment which are legal tender and securities, goods supplied free of charge which are not the subject of commercial transactions (advertising material and commercial samples), supplying of Croatian diplomatic missions abroad and foreign diplomatic missions in the Republic of Croatia, and temporary exports and imports for repair.For 2016, transaction imports below 1.8 million Kuna and exports below 0.9 million Kuna are exempted from statistical reports. Oil coverage: Primary or unrefined products; Secondary or refined products; Other; Valuation of exports: Free on board (FOB). The export values are calculated on the basis of the FOB parity. It means that the invoice value is reduced for transportation and other costs incurred from the Croatian border to the place of delivery abroad, if it is agreed that goods are delivered abroad. If it is agreed for delivery to take place in the country (Republic of Croatia), the invoice value is increased by the costs incurred from the place of delivery in Croatia to the Croatian border. Valuation of imports: Cost, insurance, freight (CIF). The import values are calculated on the basis of the CIF parity. It means that the invoice value is increased by transportation and other costs incurred from the place of delivery abroad to the Croatian border, if it is agreed that goods are delivered abroad. If it is agreed for delivery to take place in the country (Republic of Croatia), the invoice value is reduced for the costs incurred from the Croatian border to the place of delivery in Croatia. Primary domestic currency: Euro Data last updated: 09/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.852,-17.475,16.005,6.8,25.1,-4.601,-3.874,-3.873,11.878,18.184,11.717,5.193,5.241,8.252,6.055,3.847,-20.344,-3.036,2.536,-2.358,3.195,3.51,9.363,6.47,8.447,7.498,6.599,-12.385,2022
Cyprus,Volume of imports of goods and services,Percent change,,"Source: National Statistics Office. National Accounts Latest actual data: 2022 Base year: 2008 Methodology used to derive volumes: Based on National Accounts Formula used to derive volumes: Based on National Accounts Chain-weighted: No Trade System: General trade Excluded items in trade: Other; Oil coverage: Primary or unrefined products; Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 09/2023",4.353,-8.907,1.698,-4.395,4.753,-8.332,-2.115,8.809,19.195,14.134,7.792,1.619,19.158,-25.485,8.727,-17.329,7.872,0.885,1.909,3.308,12.546,-0.193,-0.355,-0.976,6.946,1.57,5.702,10.463,12.508,-15.324,10.796,-2.592,-3.633,-4.556,7.719,8.062,10.164,14.303,4.323,9.506,3.22,2022
Czech Republic,Volume of imports of goods and services,Percent change,,"Source: National Statistics Office Latest actual data: 2022 Base year: 2005 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Laspeyres-type Chain-weighted: Yes, from 2000 Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Czech koruna Data last updated: 09/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11.033,5.853,5.571,5.188,14.358,11.347,4.984,9.468,25.586,12.48,11.482,12.879,3.178,-11.077,14.812,6.717,2.635,0.062,10.017,6.848,2.83,6.251,5.784,1.545,-8.196,2022
Denmark,Volume of imports of goods and services,Percent change,,"Source: National Statistics Office Latest actual data: 2022 Base year: 2010 Methodology used to derive volumes: Deflation by survey-based price indexes Formula used to derive volumes: Laspeyres-type Chain-weighted: Yes, from 1980 Trade System: General trade Excluded items in trade: In transit; Re-exports; Re-imports; Oil coverage: Primary or unrefined products; Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Danish krone Data last updated: 09/2023",-5.564,0.555,3.137,1.971,5.362,9.93,8.479,-1.178,4.224,5.398,2.376,4.031,-0.131,-1.415,13.289,7.003,3.121,9.208,7.575,2.553,13.667,2.395,6.376,-1.024,7.137,11.293,13.965,5.838,4.77,-11.944,0.541,7.444,2.709,1.471,3.897,4.561,3.662,4.183,5.093,3.011,-2.787,2022
Djibouti,Volume of imports of goods and services,Percent change,,Source: Central Bank Latest actual data: 2021 Notes: Volume of imports and exports are calculated as they are not provided by the authorities Base year: 2013 Methodology used to derive volumes: Other Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: In transit; Re-exports; Oil coverage: Primary or unrefined products; Other; Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB) Primary domestic currency: Djibouti franc Data last updated: 09/2023,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10.1,-30.175,0.233,-7.377,-13.923,-11.771,-5.296,-1.322,6.323,-7.677,3.548,-7.496,-1.303,18.344,5.991,12.156,20.938,15.694,8.079,-19.071,-17.986,30.176,18.99,6.645,-21.21,-6.178,-4.756,50.38,-3.353,13.211,-29.363,2021
Dominica,Volume of imports of goods and services,Percent change,,Source: Central Bank Latest actual data: 2021 Base year: 2006 Methodology used to derive volumes: We receive data on volumes from the Customs Office. Chain-weighted: No Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2023,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.157,-8.209,-11.095,-0.519,3.666,-10.263,10.605,8.028,9.58,-21.439,-28.563,23.682,0.538,47.028,16.397,3.707,-9.333,31.336,1.392,-28.801,2021
Dominican Republic,Volume of imports of goods and services,Percent change,,"Source: Central Bank Latest actual data: 2022 Base year: 2013 Methodology used to derive volumes: Deflation by survey-based price indexes Formula used to derive volumes: Laspeyres-type Chain-weighted: No Trade System: General trade Excluded items in trade: In transit; Re-exports; Oil coverage: Primary or unrefined products; Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Dominican peso Data last updated: 09/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11.112,1.836,9.548,16.102,23.804,-0.653,9.522,-2.448,3.548,-18.186,-7.884,15.244,13.697,7.592,4.53,-9.313,34.287,-0.267,1.933,-4.606,5.773,19.187,8.984,-4.095,5.482,5.1,-11.471,2022
Ecuador,Volume of imports of goods and services,Percent change,,Source: Central Bank Latest actual data: 2022 Base year: 2014 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB) Primary domestic currency: US dollar Data last updated: 09/2023,-1.061,5.244,-4.988,-33.125,9.195,5.857,-7.484,9.719,-23.134,3.39,-0.839,16,1,0.8,14.636,7.949,-12.597,20.513,6.532,-31.595,12.822,25.722,19.015,-4.06,10.877,13.162,7.887,6.115,13.429,-9.215,14.292,3.154,0.385,7.604,4.346,-7.819,-7.758,14.71,3.629,1.055,-14.859,2022
Egypt,Volume of imports of goods and services,Percent change,,Source: Central Bank Latest actual data: FY2020/21 Base year: FY2004/05. Fiscal year 2004/2005 Valuation of exports: Nominal value Primary domestic currency: Egyptian pound Data last updated: 09/2023,10.013,2.505,2.926,3.118,7.937,4.838,0.807,-4.583,16.162,-0.083,5.332,-2.086,-7.912,13.409,0.443,-44.223,17.109,12.785,10.499,11.246,-1.799,7.962,-7.101,-5.506,10.141,16.295,14.947,11.427,22.837,-3.173,-7.288,-3.253,3.48,1.234,3.941,19.741,5.742,1.064,-0.411,3.019,0.133,2021
El Salvador,Volume of imports of goods and services,Percent change,,Source: Central Bank Latest actual data: 2022 Base year: 2014 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Oil coverage: Primary or unrefined products; Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Other Primary domestic currency: US dollar Data last updated: 08/2023,-2.222,-9.318,-22.807,12.987,2.011,0.563,-2.801,0,29.792,-4.361,-7.248,21.704,2.213,6.831,2.112,13.212,-10.172,21.844,-1.803,5.107,14.033,4.774,1.236,4.136,0.811,2.961,9.043,8.934,-6.428,-12.447,7.943,3.673,0.988,6.763,-1.244,13.265,3.618,-0.761,4.285,0.923,-12.273,2022
Equatorial Guinea,Volume of imports of goods and services,Percent change,,"Source: Central Bank. Central Bank. Banque des Etats de l'Afrique Centrale (BEAC) Latest actual data: 2017 Notes: IMF staff estimate export data from hydrocarbon and timber production and price information. Imports are estimated from final expenditure growth. Base year: 2007 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Other; Oil coverage: Primary or unrefined products; Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: CFA franc Data last updated: 09/2023",--,15.353,0.934,-30.968,24.584,-8.531,63.442,83.915,15.381,-35.438,11.646,66.153,-56.506,33.039,36.455,-45.982,149.574,-33.231,24.523,18.37,-35.725,-38.49,72.527,-3.771,-15.358,107.891,131.168,40.95,20.231,-10.247,29.52,-19.383,23.81,-17.663,-5.643,-15.453,-16.286,8.33,6.197,-11.239,-10.829,2017
